Use,Name,Method,Deprecated Means Don’t Use,Description
yes,TzaisBaalHatanya,getTzaisBaalHatanya(),,"A method that returns <em>tzais</em> (nightfall) when the sun is 6&deg; below the western geometric horizon (90&deg;) after {@link #getSunset sunset}. For information on the source of this calculation see {@link #ZENITH_6_DEGREES}.@return The <code>Date</code> of nightfall. If the calculation can't be computed such as northern and southern         locations even south of the Arctic Circle and north of the Antarctic Circle where the sun may not reach         low enough below the horizon for this calculation, a null will be returned. See detailed explanation on         top of the {@link AstronomicalCalendar} documentation.@see #ZENITH_6_DEGREES -- A method that returns  -- <em> -- tzais -- </em> --  (nightfall) when the sun is 6 -- &deg; --  below the western geometric horizon (90 -- &deg; -- ) after  -- {@link #getSunset sunset} -- #getSunset -- sunset -- . -- For information on the source of this calculation see  -- {@link #ZENITH_6_DEGREES} -- #ZENITH_6_DEGREES -- . -- @return The <code>Date</code> of nightfall. If the calculation can't be computed such as northern and southern         locations even south of the Arctic Circle and north of the Antarctic Circle where the sun may not reach         low enough below the horizon for this calculation, a null will be returned. See detailed explanation on         top of the {@link AstronomicalCalendar} documentation. -- The  -- <code> -- Date -- </code> --  of nightfall. If the calculation can't be computed such as northern and southern         locations even south of the Arctic Circle and north of the Antarctic Circle where the sun may not reach         low enough below the horizon for this calculation, a null will be returned. See detailed explanation on         top of the  -- {@link AstronomicalCalendar} -- AstronomicalCalendar --  documentation. -- @see #ZENITH_6_DEGREES -- #ZENITH_6_DEGREES -- "
yes,SofZmanShmaMGA18DegreesToFixedLocalChatzos,getSofZmanShmaMGA18DegreesToFixedLocalChatzos(),,"This method returns <a href=""https://en.wikipedia.org/wiki/Moshe_Feinstein"">Rav Moshe Feinstein's</a> opinion of the calculation of <em>sof zman krias shema</em> (latest time to recite <em>Shema</em> in the morning) according to the opinion of the <a href=""https://en.wikipedia.org/wiki/Avraham_Gombinern"">Magen Avraham (MGA)</a> that the day is calculated from dawn to nightfall, but calculated using the first half of the day only. The half a day starts at <em>alos</em> defined as {@link #getAlos18Degrees() 18&deg;} and ends at {@link #getFixedLocalChatzos() fixed local chatzos}. <em>Sof Zman Shema</em> is 3 <em>shaos zmaniyos</em> (solar hours) after <em>alos</em> or half of this half-day.@return the <code>Date</code> of the latest <em>zman krias shema</em>. If the calculation can't be computed such         as northern and southern locations even south of the Arctic Circle and north of the Antarctic Circle         where the sun may not reach low enough below the horizon for this calculation, a null will be returned.         See detailed explanation on top of the {@link AstronomicalCalendar} documentation.@see #getAlos18Degrees()@see #getFixedLocalChatzos()@see #getFixedLocalChatzosBasedZmanim(Date, Date, double) -- This method returns  -- <a href=""https://en.wikipedia.org/wiki/Moshe_Feinstein""> -- href=""https://en.wikipedia.org/wiki/Moshe_Feinstein"" -- https://en.wikipedia.org/wiki/Moshe_Feinstein -- Rav Moshe Feinstein's -- </a> --  opinion of the calculation of  -- <em> -- sof zman krias shema -- </em> --  (latest time to recite  -- <em> -- Shema -- </em> --  in the morning) according to the opinion of the  -- <a href=""https://en.wikipedia.org/wiki/Avraham_Gombinern""> -- href=""https://en.wikipedia.org/wiki/Avraham_Gombinern"" -- https://en.wikipedia.org/wiki/Avraham_Gombinern -- Magen Avraham (MGA) -- </a> --  that the day is calculated from dawn to nightfall, but calculated using the first half of the day only. -- The half a day starts at  -- <em> -- alos -- </em> --  defined as  -- {@link #getAlos18Degrees() 18&deg;} -- #getAlos18Degrees() -- 18 -- &deg; --  and ends at  -- {@link #getFixedLocalChatzos() fixed local chatzos} -- #getFixedLocalChatzos() -- fixed local chatzos -- .  -- <em> -- Sof Zman Shema -- </em> --  is 3  -- <em> -- shaos zmaniyos -- </em> --  (solar hours) after  -- <em> -- alos -- </em> --  or half of this half-day. -- @return the <code>Date</code> of the latest <em>zman krias shema</em>. If the calculation can't be computed such         as northern and southern locations even south of the Arctic Circle and north of the Antarctic Circle         where the sun may not reach low enough below the horizon for this calculation, a null will be returned.         See detailed explanation on top of the {@link AstronomicalCalendar} documentation. -- the  -- <code> -- Date -- </code> --  of the latest  -- <em> -- zman krias shema -- </em> -- . If the calculation can't be computed such         as northern and southern locations even south of the Arctic Circle and north of the Antarctic Circle         where the sun may not reach low enough below the horizon for this calculation, a null will be returned.         See detailed explanation on top of the  -- {@link AstronomicalCalendar} -- AstronomicalCalendar --  documentation. -- @see #getAlos18Degrees() -- #getAlos18Degrees() -- @see #getFixedLocalChatzos() -- #getFixedLocalChatzos() -- @see #getFixedLocalChatzosBasedZmanim(Date, Date, double) -- #getFixedLocalChatzosBasedZmanim(Date, Date, double) -- "
yes,SofZmanShmaMGA16Point1DegreesToFixedLocalChatzos,getSofZmanShmaMGA16Point1DegreesToFixedLocalChatzos(),,"This method returns <a href=""https://en.wikipedia.org/wiki/Moshe_Feinstein"">Rav Moshe Feinstein's</a> opinion of the calculation of <em>sof zman krias shema</em> (latest time to recite <em>Shema</em> in the morning) according to the opinion of the <a href=""https://en.wikipedia.org/wiki/Avraham_Gombinern"">Magen Avraham (MGA)</a> that the day is calculated from dawn to nightfall, but calculated using the first half of the day only. The half a day starts at <em>alos</em> defined as {@link #getAlos16Point1Degrees() 16.1&deg;} and ends at {@link #getFixedLocalChatzos() fixed local chatzos}. <em>Sof Zman Shema</em> is 3 <em>shaos zmaniyos</em> (solar hours) after this <em>alos</em> or half of this half-day.@return the <code>Date</code> of the latest <em>zman krias shema</em>. If the calculation can't be computed such         as northern and southern locations even south of the Arctic Circle and north of the Antarctic Circle         where the sun may not reach low enough below the horizon for this calculation, a null will be returned.         See detailed explanation on top of the {@link AstronomicalCalendar} documentation.@see #getAlos16Point1Degrees()@see #getFixedLocalChatzos()@see #getFixedLocalChatzosBasedZmanim(Date, Date, double) -- This method returns  -- <a href=""https://en.wikipedia.org/wiki/Moshe_Feinstein""> -- href=""https://en.wikipedia.org/wiki/Moshe_Feinstein"" -- https://en.wikipedia.org/wiki/Moshe_Feinstein -- Rav Moshe Feinstein's -- </a> --  opinion of the calculation of  -- <em> -- sof zman krias shema -- </em> --  (latest time to recite  -- <em> -- Shema -- </em> --  in the morning) according to the opinion of the  -- <a href=""https://en.wikipedia.org/wiki/Avraham_Gombinern""> -- href=""https://en.wikipedia.org/wiki/Avraham_Gombinern"" -- https://en.wikipedia.org/wiki/Avraham_Gombinern -- Magen Avraham (MGA) -- </a> --  that the day is calculated from dawn to nightfall, but calculated using the first half of the day only. -- The half a day starts at  -- <em> -- alos -- </em> --  defined as  -- {@link #getAlos16Point1Degrees() 16.1&deg;} -- #getAlos16Point1Degrees() -- 16.1 -- &deg; --  and ends at  -- {@link #getFixedLocalChatzos() fixed local chatzos} -- #getFixedLocalChatzos() -- fixed local chatzos -- .  -- <em> -- Sof Zman Shema -- </em> --  is 3  -- <em> -- shaos zmaniyos -- </em> --  (solar hours) after this  -- <em> -- alos -- </em> --  or half of this half-day. -- @return the <code>Date</code> of the latest <em>zman krias shema</em>. If the calculation can't be computed such         as northern and southern locations even south of the Arctic Circle and north of the Antarctic Circle         where the sun may not reach low enough below the horizon for this calculation, a null will be returned.         See detailed explanation on top of the {@link AstronomicalCalendar} documentation. -- the  -- <code> -- Date -- </code> --  of the latest  -- <em> -- zman krias shema -- </em> -- . If the calculation can't be computed such         as northern and southern locations even south of the Arctic Circle and north of the Antarctic Circle         where the sun may not reach low enough below the horizon for this calculation, a null will be returned.         See detailed explanation on top of the  -- {@link AstronomicalCalendar} -- AstronomicalCalendar --  documentation. -- @see #getAlos16Point1Degrees() -- #getAlos16Point1Degrees() -- @see #getFixedLocalChatzos() -- #getFixedLocalChatzos() -- @see #getFixedLocalChatzosBasedZmanim(Date, Date, double) -- #getFixedLocalChatzosBasedZmanim(Date, Date, double) -- "
yes,SofZmanShmaMGA90MinutesToFixedLocalChatzos,getSofZmanShmaMGA90MinutesToFixedLocalChatzos(),,"This method returns <a href=""https://en.wikipedia.org/wiki/Moshe_Feinstein"">Rav Moshe Feinstein's</a> opinion of the calculation of <em>sof zman krias shema</em> (latest time to recite <em>Shema</em> in the morning) according to the opinion of the <a href=""https://en.wikipedia.org/wiki/Avraham_Gombinern"">Magen Avraham (MGA)</a> that the day is calculated from dawn to nightfall, but calculated using the first half of the day only. The half a day starts at <em>alos</em> defined as {@link #getAlos90() 90 minutes before sunrise} and ends at {@link #getFixedLocalChatzos() fixed local chatzos}. <em>Sof Zman Shema</em> is 3 <em>shaos zmaniyos</em> (solar hours) after this <em>alos</em> or half of this half-day.@return the <code>Date</code> of the latest <em>zman krias shema</em>. If the calculation can't be computed such         as northern and southern locations even south of the Arctic Circle and north of the Antarctic Circle         where the sun may not reach low enough below the horizon for this calculation, a null will be returned.         See detailed explanation on top of the {@link AstronomicalCalendar} documentation.@see #getAlos90()@see #getFixedLocalChatzos()@see #getFixedLocalChatzosBasedZmanim(Date, Date, double) -- This method returns  -- <a href=""https://en.wikipedia.org/wiki/Moshe_Feinstein""> -- href=""https://en.wikipedia.org/wiki/Moshe_Feinstein"" -- https://en.wikipedia.org/wiki/Moshe_Feinstein -- Rav Moshe Feinstein's -- </a> --  opinion of the calculation of  -- <em> -- sof zman krias shema -- </em> --  (latest time to recite  -- <em> -- Shema -- </em> --  in the morning) according to the opinion of the  -- <a href=""https://en.wikipedia.org/wiki/Avraham_Gombinern""> -- href=""https://en.wikipedia.org/wiki/Avraham_Gombinern"" -- https://en.wikipedia.org/wiki/Avraham_Gombinern -- Magen Avraham (MGA) -- </a> --  that the day is calculated from dawn to nightfall, but calculated using the first half of the day only. -- The half a day starts at  -- <em> -- alos -- </em> --  defined as  -- {@link #getAlos90() 90 minutes before sunrise} -- #getAlos90() -- 90 minutes before sunrise --  and ends at  -- {@link #getFixedLocalChatzos() fixed local chatzos} -- #getFixedLocalChatzos() -- fixed local chatzos -- .  -- <em> -- Sof Zman Shema -- </em> --  is 3  -- <em> -- shaos zmaniyos -- </em> --  (solar hours) after this  -- <em> -- alos -- </em> --  or half of this half-day. -- @return the <code>Date</code> of the latest <em>zman krias shema</em>. If the calculation can't be computed such         as northern and southern locations even south of the Arctic Circle and north of the Antarctic Circle         where the sun may not reach low enough below the horizon for this calculation, a null will be returned.         See detailed explanation on top of the {@link AstronomicalCalendar} documentation. -- the  -- <code> -- Date -- </code> --  of the latest  -- <em> -- zman krias shema -- </em> -- . If the calculation can't be computed such         as northern and southern locations even south of the Arctic Circle and north of the Antarctic Circle         where the sun may not reach low enough below the horizon for this calculation, a null will be returned.         See detailed explanation on top of the  -- {@link AstronomicalCalendar} -- AstronomicalCalendar --  documentation. -- @see #getAlos90() -- #getAlos90() -- @see #getFixedLocalChatzos() -- #getFixedLocalChatzos() -- @see #getFixedLocalChatzosBasedZmanim(Date, Date, double) -- #getFixedLocalChatzosBasedZmanim(Date, Date, double) -- "
yes,SofZmanShmaMGA72MinutesToFixedLocalChatzos,getSofZmanShmaMGA72MinutesToFixedLocalChatzos(),,"This method returns <a href=""https://en.wikipedia.org/wiki/Moshe_Feinstein"">Rav Moshe Feinstein's</a> opinion of the calculation of <em>sof zman krias shema</em> (latest time to recite <em>Shema</em> in the morning) according to the opinion of the <a href=""https://en.wikipedia.org/wiki/Avraham_Gombinern"">Magen Avraham (MGA)</a> that the day is calculated from dawn to nightfall, but calculated using the first half of the day only. The half a day starts at <em>alos</em> defined as {@link #getAlos72() 72 minutes before sunrise} and ends at {@link #getFixedLocalChatzos() fixed local chatzos}. <em>Sof Zman Shema</em> is 3 <em>shaos zmaniyos</em> (solar hours) after this <em>alos</em> or half of this half-day.@return the <code>Date</code> of the latest <em>zman krias shema</em>. If the calculation can't be computed such         as northern and southern locations even south of the Arctic Circle and north of the Antarctic Circle         where the sun may not reach low enough below the horizon for this calculation, a null will be returned.         See detailed explanation on top of the {@link AstronomicalCalendar} documentation.@see #getAlos72()@see #getFixedLocalChatzos()@see #getFixedLocalChatzosBasedZmanim(Date, Date, double) -- This method returns  -- <a href=""https://en.wikipedia.org/wiki/Moshe_Feinstein""> -- href=""https://en.wikipedia.org/wiki/Moshe_Feinstein"" -- https://en.wikipedia.org/wiki/Moshe_Feinstein -- Rav Moshe Feinstein's -- </a> --  opinion of the calculation of  -- <em> -- sof zman krias shema -- </em> --  (latest time to recite  -- <em> -- Shema -- </em> --  in the morning) according to the opinion of the  -- <a href=""https://en.wikipedia.org/wiki/Avraham_Gombinern""> -- href=""https://en.wikipedia.org/wiki/Avraham_Gombinern"" -- https://en.wikipedia.org/wiki/Avraham_Gombinern -- Magen Avraham (MGA) -- </a> --  that the day is calculated from dawn to nightfall, but calculated using the first half of the day only. -- The half a day starts at  -- <em> -- alos -- </em> --  defined as  -- {@link #getAlos72() 72 minutes before sunrise} -- #getAlos72() -- 72 minutes before sunrise --  and ends at  -- {@link #getFixedLocalChatzos() fixed local chatzos} -- #getFixedLocalChatzos() -- fixed local chatzos -- .  -- <em> -- Sof Zman Shema -- </em> --  is 3  -- <em> -- shaos zmaniyos -- </em> --  (solar hours) after this  -- <em> -- alos -- </em> --  or half of this half-day. -- @return the <code>Date</code> of the latest <em>zman krias shema</em>. If the calculation can't be computed such         as northern and southern locations even south of the Arctic Circle and north of the Antarctic Circle         where the sun may not reach low enough below the horizon for this calculation, a null will be returned.         See detailed explanation on top of the {@link AstronomicalCalendar} documentation. -- the  -- <code> -- Date -- </code> --  of the latest  -- <em> -- zman krias shema -- </em> -- . If the calculation can't be computed such         as northern and southern locations even south of the Arctic Circle and north of the Antarctic Circle         where the sun may not reach low enough below the horizon for this calculation, a null will be returned.         See detailed explanation on top of the  -- {@link AstronomicalCalendar} -- AstronomicalCalendar --  documentation. -- @see #getAlos72() -- #getAlos72() -- @see #getFixedLocalChatzos() -- #getFixedLocalChatzos() -- @see #getFixedLocalChatzosBasedZmanim(Date, Date, double) -- #getFixedLocalChatzosBasedZmanim(Date, Date, double) -- "
yes,SofZmanShmaGRASunriseToFixedLocalChatzos,getSofZmanShmaGRASunriseToFixedLocalChatzos(),,"This method returns <a href=""https://en.wikipedia.org/wiki/Moshe_Feinstein"">Rav Moshe Feinstein's</a> opinion of the calculation of <em>sof zman krias shema</em> (latest time to recite <em>Shema</em> in the morning) according to the opinion of the <a href=""https://en.wikipedia.org/wiki/Vilna_Gaon"">GRA</a> that the day is calculated from sunrise to sunset, but calculated using the first half of the day only. The half a day starts at {@link #getSunrise() sunrise} and ends at {@link #getFixedLocalChatzos() fixed local chatzos}. <em>Sof zman Shema</em> is 3 <em>shaos zmaniyos</em> (solar hours) after sunrise or half of this half-day.@return the <code>Date</code> of the latest <em>zman krias shema</em>. If the calculation can't be computed such         as northern and southern locations even south of the Arctic Circle and north of the Antarctic Circle         where the sun may not reach low enough below the horizon for this calculation, a null will be returned.         See detailed explanation on top of the {@link AstronomicalCalendar} documentation.@see #getSunrise()@see #getFixedLocalChatzos()@see #getFixedLocalChatzosBasedZmanim(Date, Date, double) -- This method returns  -- <a href=""https://en.wikipedia.org/wiki/Moshe_Feinstein""> -- href=""https://en.wikipedia.org/wiki/Moshe_Feinstein"" -- https://en.wikipedia.org/wiki/Moshe_Feinstein -- Rav Moshe Feinstein's -- </a> --  opinion of the calculation of  -- <em> -- sof zman krias shema -- </em> --  (latest time to recite  -- <em> -- Shema -- </em> --  in the morning) according to the opinion of the  -- <a href=""https://en.wikipedia.org/wiki/Vilna_Gaon""> -- href=""https://en.wikipedia.org/wiki/Vilna_Gaon"" -- https://en.wikipedia.org/wiki/Vilna_Gaon -- GRA -- </a> --  that the day is calculated from sunrise to sunset, but calculated using the first half of the day only. -- The half a day starts at  -- {@link #getSunrise() sunrise} -- #getSunrise() -- sunrise --  and ends at  -- {@link #getFixedLocalChatzos() fixed local chatzos} -- #getFixedLocalChatzos() -- fixed local chatzos -- .  -- <em> -- Sof zman Shema -- </em> --  is 3  -- <em> -- shaos zmaniyos -- </em> --  (solar hours) after sunrise or half of this half-day. -- @return the <code>Date</code> of the latest <em>zman krias shema</em>. If the calculation can't be computed such         as northern and southern locations even south of the Arctic Circle and north of the Antarctic Circle         where the sun may not reach low enough below the horizon for this calculation, a null will be returned.         See detailed explanation on top of the {@link AstronomicalCalendar} documentation. -- the  -- <code> -- Date -- </code> --  of the latest  -- <em> -- zman krias shema -- </em> -- . If the calculation can't be computed such         as northern and southern locations even south of the Arctic Circle and north of the Antarctic Circle         where the sun may not reach low enough below the horizon for this calculation, a null will be returned.         See detailed explanation on top of the  -- {@link AstronomicalCalendar} -- AstronomicalCalendar --  documentation. -- @see #getSunrise() -- #getSunrise() -- @see #getFixedLocalChatzos() -- #getFixedLocalChatzos() -- @see #getFixedLocalChatzosBasedZmanim(Date, Date, double) -- #getFixedLocalChatzosBasedZmanim(Date, Date, double) -- "
yes,SofZmanTfilaGRASunriseToFixedLocalChatzos,getSofZmanTfilaGRASunriseToFixedLocalChatzos(),,"This method returns <a href=""https://en.wikipedia.org/wiki/Moshe_Feinstein"">Rav Moshe Feinstein's</a> opinion of the calculation of <em>sof zman tfila</em> (<em>zman tfilah</em> (the latest time to recite the morning prayers)) according to the opinion of the <a href=""https://en.wikipedia.org/wiki/Vilna_Gaon"">GRA</a> that the day is calculated from sunrise to sunset, but calculated using the first half of the day only. The half a day starts at {@link #getSunrise() sunrise} and ends at {@link #getFixedLocalChatzos() fixed local chatzos}. <em>Sof zman tefila</em> is 4 <em>shaos zmaniyos</em> (solar hours) after sunrise or 2/3 of this half-day.@return the <code>Date</code> of the latest <em>zman krias shema</em>. If the calculation can't be computed such         as northern and southern locations even south of the Arctic Circle and north of the Antarctic Circle         where the sun may not reach low enough below the horizon for this calculation, a null will be returned.         See detailed explanation on top of the {@link AstronomicalCalendar} documentation.@see #getSunrise()@see #getFixedLocalChatzos()@see #getFixedLocalChatzosBasedZmanim(Date, Date, double) -- This method returns  -- <a href=""https://en.wikipedia.org/wiki/Moshe_Feinstein""> -- href=""https://en.wikipedia.org/wiki/Moshe_Feinstein"" -- https://en.wikipedia.org/wiki/Moshe_Feinstein -- Rav Moshe Feinstein's -- </a> --  opinion of the calculation of  -- <em> -- sof zman tfila -- </em> --  ( -- <em> -- zman tfilah -- </em> --  (the latest time to recite the morning prayers)) according to the opinion of the  -- <a href=""https://en.wikipedia.org/wiki/Vilna_Gaon""> -- href=""https://en.wikipedia.org/wiki/Vilna_Gaon"" -- https://en.wikipedia.org/wiki/Vilna_Gaon -- GRA -- </a> --  that the day is calculated from sunrise to sunset, but calculated using the first half of the day only. -- The half a day starts at  -- {@link #getSunrise() sunrise} -- #getSunrise() -- sunrise --  and ends at  -- {@link #getFixedLocalChatzos() fixed local chatzos} -- #getFixedLocalChatzos() -- fixed local chatzos -- .  -- <em> -- Sof zman tefila -- </em> --  is 4  -- <em> -- shaos zmaniyos -- </em> --  (solar hours) after sunrise or 2/3 of this half-day. -- @return the <code>Date</code> of the latest <em>zman krias shema</em>. If the calculation can't be computed such         as northern and southern locations even south of the Arctic Circle and north of the Antarctic Circle         where the sun may not reach low enough below the horizon for this calculation, a null will be returned.         See detailed explanation on top of the {@link AstronomicalCalendar} documentation. -- the  -- <code> -- Date -- </code> --  of the latest  -- <em> -- zman krias shema -- </em> -- . If the calculation can't be computed such         as northern and southern locations even south of the Arctic Circle and north of the Antarctic Circle         where the sun may not reach low enough below the horizon for this calculation, a null will be returned.         See detailed explanation on top of the  -- {@link AstronomicalCalendar} -- AstronomicalCalendar --  documentation. -- @see #getSunrise() -- #getSunrise() -- @see #getFixedLocalChatzos() -- #getFixedLocalChatzos() -- @see #getFixedLocalChatzosBasedZmanim(Date, Date, double) -- #getFixedLocalChatzosBasedZmanim(Date, Date, double) -- "
yes,MinchaGedolaGRAFixedLocalChatzos30Minutes,getMinchaGedolaGRAFixedLocalChatzos30Minutes(),,"This method returns <a href=""https://en.wikipedia.org/wiki/Moshe_Feinstein"">Rav Moshe Feinstein's</a> opinion of the calculation of <em>mincha gedola</em>, the earliest time one can pray <em>mincha</em> <a href=""https://en.wikipedia.org/wiki/Vilna_Gaon"">GRA</a>that is 30 minutes after {@link #getFixedLocalChatzos() fixed local chatzos}.@return the <code>Date</code> of the time of <em>mincha gedola</em>. If the calculation can't be computed such as         in the Arctic Circle where there is at least one day a year where the sun does not rise, and one where it         does not set, a null will be returned. See detailed explanation on top of the {@link AstronomicalCalendar}         documentation.@see #getMinchaGedola()@see #getFixedLocalChatzos()@see #getMinchaKetanaGRAFixedLocalChatzosToSunset -- This method returns  -- <a href=""https://en.wikipedia.org/wiki/Moshe_Feinstein""> -- href=""https://en.wikipedia.org/wiki/Moshe_Feinstein"" -- https://en.wikipedia.org/wiki/Moshe_Feinstein -- Rav Moshe Feinstein's -- </a> --  opinion of the calculation of  -- <em> -- mincha gedola -- </em> -- , the earliest time one can pray  -- <em> -- mincha -- </em> --   -- <a href=""https://en.wikipedia.org/wiki/Vilna_Gaon""> -- href=""https://en.wikipedia.org/wiki/Vilna_Gaon"" -- https://en.wikipedia.org/wiki/Vilna_Gaon -- GRA -- </a> -- that is 30 minutes after  -- {@link #getFixedLocalChatzos() fixed local chatzos} -- #getFixedLocalChatzos() -- fixed local chatzos -- . -- @return the <code>Date</code> of the time of <em>mincha gedola</em>. If the calculation can't be computed such as         in the Arctic Circle where there is at least one day a year where the sun does not rise, and one where it         does not set, a null will be returned. See detailed explanation on top of the {@link AstronomicalCalendar}         documentation. -- the  -- <code> -- Date -- </code> --  of the time of  -- <em> -- mincha gedola -- </em> -- . If the calculation can't be computed such as         in the Arctic Circle where there is at least one day a year where the sun does not rise, and one where it         does not set, a null will be returned. See detailed explanation on top of the  -- {@link AstronomicalCalendar} -- AstronomicalCalendar --          documentation. -- @see #getMinchaGedola() -- #getMinchaGedola() -- @see #getFixedLocalChatzos() -- #getFixedLocalChatzos() -- @see #getMinchaKetanaGRAFixedLocalChatzosToSunset -- #getMinchaKetanaGRAFixedLocalChatzosToSunset -- "
yes,MinchaKetanaGRAFixedLocalChatzosToSunset,getMinchaKetanaGRAFixedLocalChatzosToSunset(),,"This method returns returns <a href=""https://en.wikipedia.org/wiki/Moshe_Feinstein"">Rav Moshe Feinstein's</a> opinion of the calculation of <em>mincha ketana</em> (the preferred time to recite the <em>mincha prayers</em> according to the opinion of the <a href=""https://en.wikipedia.org/wiki/Maimonides"">Rambam</a> and others) calculated according to the <a href=""https://en.wikipedia.org/wiki/Vilna_Gaon"">GRA</a> that is 3.5 <em>shaos zmaniyos</em> (solar hours) after {@link #getFixedLocalChatzos() fixed local chatzos}.@return the <code>Date</code> of the time of <em>mincha gedola</em>. If the calculation can't be computed such as         in the Arctic Circle where there is at least one day a year where the sun does not rise, and one where it         does not set, a null will be returned. See detailed explanation on top of the {@link AstronomicalCalendar}         documentation.@see #getMinchaGedola()@see #getFixedLocalChatzos()@see #getMinchaGedolaGRAFixedLocalChatzos30Minutes -- This method returns returns  -- <a href=""https://en.wikipedia.org/wiki/Moshe_Feinstein""> -- href=""https://en.wikipedia.org/wiki/Moshe_Feinstein"" -- https://en.wikipedia.org/wiki/Moshe_Feinstein -- Rav Moshe Feinstein's -- </a> --  opinion of the calculation of  -- <em> -- mincha ketana -- </em> --  (the preferred time to recite the  -- <em> -- mincha prayers -- </em> --  according to the opinion of the  -- <a href=""https://en.wikipedia.org/wiki/Maimonides""> -- href=""https://en.wikipedia.org/wiki/Maimonides"" -- https://en.wikipedia.org/wiki/Maimonides -- Rambam -- </a> --  and others) calculated according to the  -- <a href=""https://en.wikipedia.org/wiki/Vilna_Gaon""> -- href=""https://en.wikipedia.org/wiki/Vilna_Gaon"" -- https://en.wikipedia.org/wiki/Vilna_Gaon -- GRA -- </a> --  that is 3.5  -- <em> -- shaos zmaniyos -- </em> --  (solar hours) after  -- {@link #getFixedLocalChatzos() fixed local chatzos} -- #getFixedLocalChatzos() -- fixed local chatzos -- . -- @return the <code>Date</code> of the time of <em>mincha gedola</em>. If the calculation can't be computed such as         in the Arctic Circle where there is at least one day a year where the sun does not rise, and one where it         does not set, a null will be returned. See detailed explanation on top of the {@link AstronomicalCalendar}         documentation. -- the  -- <code> -- Date -- </code> --  of the time of  -- <em> -- mincha gedola -- </em> -- . If the calculation can't be computed such as         in the Arctic Circle where there is at least one day a year where the sun does not rise, and one where it         does not set, a null will be returned. See detailed explanation on top of the  -- {@link AstronomicalCalendar} -- AstronomicalCalendar --          documentation. -- @see #getMinchaGedola() -- #getMinchaGedola() -- @see #getFixedLocalChatzos() -- #getFixedLocalChatzos() -- @see #getMinchaGedolaGRAFixedLocalChatzos30Minutes -- #getMinchaGedolaGRAFixedLocalChatzos30Minutes -- "
yes,PlagHaminchaGRAFixedLocalChatzosToSunset,getPlagHaminchaGRAFixedLocalChatzosToSunset(),,"This method returns returns <a href=""https://en.wikipedia.org/wiki/Moshe_Feinstein"">Rav Moshe Feinstein's</a> opinion of the calculation of <em>plag hamincha</em>. This method returns <em>plag hamincha</em> calculated according to the <a href=""https://en.wikipedia.org/wiki/Vilna_Gaon"">GRA</a> that the day ends at sunset and is 4.75 <em>shaos zmaniyos</em> (solar hours) after {@link #getFixedLocalChatzos() fixed local chatzos}.@return the <code>Date</code> of the time of <em>mincha gedola</em>. If the calculation can't be computed such as         in the Arctic Circle where there is at least one day a year where the sun does not rise, and one where it         does not set, a null will be returned. See detailed explanation on top of the {@link AstronomicalCalendar}         documentation.@see #getPlagHamincha()@see #getFixedLocalChatzos()@see #getMinchaKetanaGRAFixedLocalChatzosToSunset@see #getMinchaGedolaGRAFixedLocalChatzos30Minutes -- This method returns returns  -- <a href=""https://en.wikipedia.org/wiki/Moshe_Feinstein""> -- href=""https://en.wikipedia.org/wiki/Moshe_Feinstein"" -- https://en.wikipedia.org/wiki/Moshe_Feinstein -- Rav Moshe Feinstein's -- </a> --  opinion of the calculation of  -- <em> -- plag hamincha -- </em> -- . -- This method returns  -- <em> -- plag hamincha -- </em> --  calculated according to the  -- <a href=""https://en.wikipedia.org/wiki/Vilna_Gaon""> -- href=""https://en.wikipedia.org/wiki/Vilna_Gaon"" -- https://en.wikipedia.org/wiki/Vilna_Gaon -- GRA -- </a> --  that the day ends at sunset and is 4.75  -- <em> -- shaos zmaniyos -- </em> --  (solar hours) after  -- {@link #getFixedLocalChatzos() fixed local chatzos} -- #getFixedLocalChatzos() -- fixed local chatzos -- . -- @return the <code>Date</code> of the time of <em>mincha gedola</em>. If the calculation can't be computed such as         in the Arctic Circle where there is at least one day a year where the sun does not rise, and one where it         does not set, a null will be returned. See detailed explanation on top of the {@link AstronomicalCalendar}         documentation. -- the  -- <code> -- Date -- </code> --  of the time of  -- <em> -- mincha gedola -- </em> -- . If the calculation can't be computed such as         in the Arctic Circle where there is at least one day a year where the sun does not rise, and one where it         does not set, a null will be returned. See detailed explanation on top of the  -- {@link AstronomicalCalendar} -- AstronomicalCalendar --          documentation. -- @see #getPlagHamincha() -- #getPlagHamincha() -- @see #getFixedLocalChatzos() -- #getFixedLocalChatzos() -- @see #getMinchaKetanaGRAFixedLocalChatzosToSunset -- #getMinchaKetanaGRAFixedLocalChatzosToSunset -- @see #getMinchaGedolaGRAFixedLocalChatzos30Minutes -- #getMinchaGedolaGRAFixedLocalChatzos30Minutes -- "
